"date","vending_machine","cash_type","money","product_name"
"5/28/2024","Riverside","Cash","2.90","Cappuccino"
"5/28/2024","Riverside","Cash","2.25","Cortado"
"5/28/2024","Riverside","Money","2.90","Cappuccino"
"5/28/2024","Riverside","Cash","2.35","Americano with Milk"
"5/29/2024","Riverside","Cash","2.65","Hot Chocolate"
"5/29/2024","Riverside","Cash","2.10","Americano"
"5/29/2024","Riverside","Cash","3.05","Latte"
"5/30/2024","Riverside","Money","3.05","Latte"
"5/30/2024","Riverside","Cash","2.90","Cappuccino"
"5/31/2024","Riverside","Money","2.35","Americano with Milk"
"5/31/2024","Riverside","Money","2.90","Cappuccino"
"5/31/2024","Riverside","Cash","2.35","Americano with Milk"
"6/1/2024","Riverside","Cash","3.05","Latte"
"6/1/2024","Riverside","Cash","2.35","Americano with Milk"
"6/1/2024","Riverside","Cash","2.90","Cappuccino"
"6/1/2024","Riverside","Cash","2.50","Cocoa"
"6/2/2024","Riverside","Cash","3.05","Latte"
"6/2/2024","Riverside","Cash","2.35","Americano with Milk"
"6/3/2024","Riverside","Cash","3.05","Latte"
"6/3/2024","Riverside","Money","2.35","Americano with Milk"
"6/4/2024","Riverside","Money","2.25","Cortado"
"6/4/2024","Riverside","Cash","2.90","Cappuccino"
"6/4/2024","Riverside","Cash","2.90","Cappuccino"
"6/4/2024","Riverside","Cash","2.35","Americano with Milk"
"6/6/2024","Riverside","Cash","2.90","Cappuccino"
"6/6/2024","Riverside","Cash","2.35","Americano with Milk"
"6/6/2024","Riverside","Cash","3.05","Latte"
"6/7/2024","Riverside","Cash","2.25","Cortado"
"6/9/2024","Riverside","Cash","1.80","Espresso"
"6/9/2024","Riverside","Cash","2.35","Americano with Milk"
"6/10/2024","Riverside","Cash","2.65","Hot Chocolate"
"6/10/2024","Riverside","Cash","3.05","Latte"
"6/13/2024","Riverside","Cash","1.80","Espresso"
"6/15/2024","Riverside","Money","2.35","Americano with Milk"
"6/15/2024","Riverside","Money","2.35","Americano with Milk"
"6/16/2024","Riverside","Money","2.65","Hot Chocolate"
"6/16/2024","Riverside","Money","2.65","Hot Chocolate"
"6/16/2024","Riverside","Cash","1.80","Espresso"
"6/17/2024","Riverside","Cash","2.10","Americano"
"6/17/2024","Riverside","Cash","2.25","Cortado"
"6/17/2024","Riverside","Cash","2.90","Cappuccino"
"6/18/2024","Riverside","Cash","2.10","Americano"
"6/18/2024","Riverside","Cash","2.90","Cappuccino"
"6/18/2024","Riverside","Cash","2.35","Americano with Milk"
"6/20/2024","Riverside","Money","3.05","Latte"
"6/21/2024","Riverside","Money","1.80","Espresso"
"6/21/2024","Riverside","Cash","2.90","Cappuccino"
"6/21/2024","Riverside","Money","2.90","Cappuccino"
"6/22/2024","Riverside","Money","2.35","Americano with Milk"
"6/24/2024","Riverside","Cash","2.90","Cappuccino"
"6/24/2024","Riverside","Cash","2.90","Cappuccino"
"6/26/2024","Riverside","Cash","3.05","Latte"
"6/26/2024","Riverside","Cash","2.90","Cappuccino"
"6/26/2024","Riverside","Cash","2.35","Americano with Milk"
"6/27/2024","Riverside","Cash","2.25","Cortado"
"6/27/2024","Riverside","Cash","2.35","Americano with Milk"
"6/28/2024","Riverside","Money","2.25","Cortado"
"6/28/2024","Riverside","Cash","2.90","Cappuccino"
"6/29/2024","Riverside","Cash","3.05","Latte"
"6/30/2024","Riverside","Cash","2.65","Hot Chocolate"
"7/1/2024","Riverside","Cash","2.90","Cappuccino"
"7/2/2024","Riverside","Cash","3.05","Latte"
"7/2/2024","Riverside","Cash","2.10","Americano"
"7/3/2024","Riverside","Cash","2.35","Americano with Milk"
"7/3/2024","Riverside","Money","2.35","Americano with Milk"
"7/3/2024","Riverside","Cash","3.05","Latte"
"7/3/2024","Riverside","Cash","3.05","Latte"
"7/5/2024","Riverside","Money","1.80","Espresso"
"7/6/2024","Riverside","Cash","3.05","Latte"
"7/7/2024","Riverside","Money","2.90","Cappuccino"
"7/7/2024","Riverside","Cash","2.35","Americano with Milk"
"7/8/2024","Riverside","Cash","3.05","Latte"
"7/9/2024","Riverside","Cash","2.35","Americano with Milk"
"7/9/2024","Riverside","Cash","2.35","Americano with Milk"
"7/10/2024","Riverside","Money","2.35","Americano with Milk"
"7/10/2024","Riverside","Cash","3.05","Latte"
"7/11/2024","Riverside","Money","2.10","Americano"
"7/12/2024","Riverside","Cash","2.65","Hot Chocolate"
"7/15/2024","Riverside","Cash","2.90","Cappuccino"
"7/16/2024","Riverside","Money","2.35","Americano with Milk"
"7/17/2024","Riverside","Cash","2.35","Americano with Milk"
"7/18/2024","Riverside","Cash","2.90","Cappuccino"
"7/18/2024","Riverside","Money","3.05","Latte"
"7/19/2024","Riverside","Cash","2.35","Americano with Milk"
"7/19/2024","Riverside","Cash","3.05","Latte"
"7/20/2024","Riverside","Cash","3.05","Latte"
"7/20/2024","Riverside","Cash","2.10","Americano"
"7/21/2024","Riverside","Money","2.90","Cappuccino"
"7/22/2024","Riverside","Cash","3.05","Latte"
"7/23/2024","Riverside","Cash","3.05","Latte"
"7/23/2024","Riverside","Cash","2.35","Americano with Milk"
"7/23/2024","Riverside","Money","2.10","Americano"
"7/23/2024","Riverside","Money","2.10","Americano"
"7/24/2024","Riverside","Money","2.35","Americano with Milk"
"7/24/2024","Riverside","Money","2.35","Americano with Milk"
"7/24/2024","Riverside","Cash","2.90","Cappuccino"
"7/25/2024","Riverside","Cash","2.10","Americano"
"7/25/2024","Riverside","Cash","3.05","Latte"
"7/25/2024","Riverside","Cash","2.35","Americano with Milk"
"7/26/2024","Riverside","Money","1.80","Espresso"
"7/26/2024","Riverside","Money","2.25","Cortado"
"7/26/2024","Riverside","Cash","2.25","Cortado"
"7/26/2024","Riverside","Money","3.05","Latte"
"7/27/2024","Riverside","Cash","2.35","Americano with Milk"
"7/27/2024","Riverside","Money","2.35","Americano with Milk"
"7/27/2024","Riverside","Money","3.05","Latte"
"7/30/2024","Riverside","Cash","2.35","Americano with Milk"
"7/30/2024","Riverside","Cash","2.35","Americano with Milk"
"7/30/2024","Riverside","Cash","2.35","Americano with Milk"
"7/30/2024","Riverside","Money","2.35","Americano with Milk"
"7/30/2024","Riverside","Money","3.05","Latte"
"7/31/2024","Riverside","Cash","2.35","Americano with Milk"
"7/31/2024","Riverside","Money","2.10","Americano"
"7/31/2024","Riverside","Money","2.35","Americano with Milk"
"7/31/2024","Riverside","Cash","2.25","Cortado"
"7/31/2024","Riverside","Cash","2.25","Cortado"
"8/1/2024","Riverside","Cash","2.35","Americano with Milk"
"8/1/2024","Riverside","Cash","2.90","Cappuccino"
"8/2/2024","Riverside","Cash","2.35","Americano with Milk"
"8/3/2024","Riverside","Money","2.25","Cortado"
"8/3/2024","Riverside","Cash","2.35","Americano with Milk"
"8/5/2024","Riverside","Cash","3.05","Latte"
"8/5/2024","Riverside","Money","2.50","Cocoa"
"8/5/2024","Riverside","Cash","2.35","Americano with Milk"
"8/7/2024","Riverside","Cash","2.10","Americano"
"8/7/2024","Riverside","Money","3.05","Latte"
"8/8/2024","Riverside","Cash","2.25","Cortado"
"8/8/2024","Riverside","Money","2.90","Cappuccino"
"8/11/2024","Riverside","Cash","3.05","Latte"
"8/11/2024","Riverside","Money","2.35","Americano with Milk"
"8/11/2024","Riverside","Cash","2.90","Cappuccino"
"8/12/2024","Riverside","Cash","2.65","Hot Chocolate"
"8/12/2024","Riverside","Money","3.05","Latte"
"8/12/2024","Riverside","Money","1.80","Espresso"
"8/13/2024","Riverside","Money","2.35","Americano with Milk"
"8/13/2024","Riverside","Money","2.35","Americano with Milk"
"8/13/2024","Riverside","Cash","3.05","Latte"
"8/13/2024","Riverside","Cash","3.05","Latte"
"8/14/2024","Riverside","Cash","2.10","Americano"
"8/14/2024","Riverside","Money","3.05","Latte"
"8/14/2024","Riverside","Money","2.25","Cortado"
"8/15/2024","Riverside","Cash","2.10","Americano"
"8/15/2024","Riverside","Cash","2.65","Hot Chocolate"
"8/15/2024","Riverside","Cash","2.35","Americano with Milk"
"8/15/2024","Riverside","Cash","2.35","Americano with Milk"
"8/16/2024","Riverside","Cash","3.05","Latte"
"8/17/2024","Riverside","Money","2.35","Americano with Milk"
"8/17/2024","Riverside","Cash","2.90","Cappuccino"
"8/17/2024","Riverside","Cash","3.05","Latte"
"8/18/2024","Riverside","Cash","2.90","Cappuccino"
"8/18/2024","Riverside","Cash","2.90","Cappuccino"
"8/20/2024","Riverside","Cash","3.05","Latte"
"8/20/2024","Riverside","Money","2.35","Americano with Milk"
"8/20/2024","Riverside","Money","3.05","Latte"
"8/20/2024","Riverside","Cash","3.05","Latte"
"8/20/2024","Riverside","Cash","3.05","Latte"
"8/22/2024","Riverside","Cash","2.25","Cortado"
"8/22/2024","Riverside","Money","2.35","Americano with Milk"
"8/22/2024","Riverside","Cash","3.05","Latte"
"8/22/2024","Riverside","Cash","2.10","Americano"
"8/23/2024","Riverside","Money","2.10","Americano"
"8/23/2024","Riverside","Cash","2.35","Americano with Milk"
"8/23/2024","Riverside","Money","2.65","Hot Chocolate"
"8/25/2024","Riverside","Money","2.10","Americano"
"8/25/2024","Riverside","Money","2.90","Cappuccino"
"8/25/2024","Riverside","Money","3.05","Latte"
"8/26/2024","Riverside","Money","2.10","Americano"
"8/26/2024","Riverside","Cash","2.10","Americano"
"9/1/2024","Riverside","Money","2.35","Americano with Milk"
"9/2/2024","Riverside","Cash","3.05","Latte"
"9/2/2024","Riverside","Cash","2.35","Americano with Milk"
"9/3/2024","Riverside","Cash","2.35","Americano with Milk"
"9/3/2024","Riverside","Cash","2.50","Cocoa"
"9/3/2024","Riverside","Money","2.35","Americano with Milk"
"9/4/2024","Riverside","Cash","2.35","Americano with Milk"
"9/4/2024","Riverside","Cash","3.05","Latte"
"9/4/2024","Riverside","Cash","2.10","Americano"
"9/4/2024","Riverside","Cash","3.05","Latte"
"9/4/2024","Riverside","Cash","2.35","Americano with Milk"
"9/5/2024","Riverside","Cash","2.35","Americano with Milk"
"9/5/2024","Riverside","Money","2.90","Cappuccino"
"9/6/2024","Riverside","Cash","2.10","Americano"
"9/6/2024","Riverside","Cash","3.05","Latte"
"9/7/2024","Riverside","Money","3.05","Latte"
"9/7/2024","Riverside","Cash","2.25","Cortado"
"9/7/2024","Riverside","Cash","2.35","Americano with Milk"
"9/7/2024","Riverside","Money","2.10","Americano"
"9/7/2024","Riverside","Cash","2.50","Cocoa"
"9/8/2024","Riverside","Cash","2.25","Cortado"
"9/8/2024","Riverside","Cash","2.25","Cortado"
"9/9/2024","Riverside","Cash","3.05","Latte"
"9/9/2024","Riverside","Money","2.65","Hot Chocolate"
"9/10/2024","Riverside","Cash","2.65","Hot Chocolate"
"9/10/2024","Riverside","Cash","3.05","Latte"
"9/12/2024","Riverside","Money","2.90","Cappuccino"
"9/12/2024","Riverside","Cash","2.10","Americano"
"9/12/2024","Riverside","Cash","2.90","Cappuccino"
"9/12/2024","Riverside","Money","2.25","Cortado"
"9/14/2024","Riverside","Money","2.90","Cappuccino"
"9/15/2024","Riverside","Cash","2.35","Americano with Milk"
"9/15/2024","Riverside","Money","2.90","Cappuccino"
"9/16/2024","Riverside","Money","3.05","Latte"
"9/16/2024","Riverside","Money","3.05","Latte"
"9/16/2024","Riverside","Cash","3.05","Latte"
"9/17/2024","Riverside","Cash","3.05","Latte"
"9/17/2024","Riverside","Money","2.25","Cortado"
"9/17/2024","Riverside","Money","2.90","Cappuccino"
"9/17/2024","Riverside","Cash","1.80","Espresso"
"9/17/2024","Riverside","Cash","2.25","Cortado"
"9/17/2024","Riverside","Cash","2.65","Hot Chocolate"
"9/17/2024","Riverside","Cash","2.35","Americano with Milk"
"9/17/2024","Riverside","Cash","2.35","Americano with Milk"
"9/17/2024","Riverside","Cash","2.65","Hot Chocolate"
"9/19/2024","Riverside","Money","2.25","Cortado"
"9/20/2024","Riverside","Money","2.35","Americano with Milk"
"9/21/2024","Riverside","Cash","2.50","Cocoa"
"9/21/2024","Riverside","Cash","2.25","Cortado"
"9/21/2024","Riverside","Cash","2.10","Americano"
"9/22/2024","Riverside","Cash","2.35","Americano with Milk"
"9/22/2024","Riverside","Cash","2.35","Americano with Milk"
"9/22/2024","Riverside","Cash","2.35","Americano with Milk"
"9/23/2024","Riverside","Cash","2.25","Cortado"
"9/23/2024","Riverside","Cash","2.90","Cappuccino"
"9/24/2024","Riverside","Cash","2.35","Americano with Milk"
"9/24/2024","Riverside","Cash","3.05","Latte"
"9/24/2024","Riverside","Cash","2.10","Americano"
"9/24/2024","Riverside","Money","2.65","Hot Chocolate"
"9/25/2024","Riverside","Money","2.25","Cortado"
"9/25/2024","Riverside","Money","2.35","Americano with Milk"
"9/25/2024","Riverside","Cash","2.35","Americano with Milk"
"9/26/2024","Riverside","Cash","3.05","Latte"
"9/26/2024","Riverside","Cash","2.25","Cortado"
"9/26/2024","Riverside","Cash","2.35","Americano with Milk"
"9/27/2024","Riverside","Cash","2.90","Cappuccino"
"9/27/2024","Riverside","Cash","3.05","Latte"
"9/28/2024","Riverside","Cash","3.05","Latte"
"9/28/2024","Riverside","Cash","3.05","Latte"
"9/28/2024","Riverside","Money","2.90","Cappuccino"
"9/28/2024","Riverside","Cash","2.50","Cocoa"
"9/29/2024","Riverside","Cash","2.90","Cappuccino"
"9/29/2024","Riverside","Cash","3.05","Latte"
"9/30/2024","Riverside","Cash","2.25","Cortado"
"9/30/2024","Riverside","Cash","2.25","Cortado"
"9/30/2024","Riverside","Money","2.35","Americano with Milk"
"9/30/2024","Riverside","Money","2.35","Americano with Milk"
"9/30/2024","Riverside","Cash","2.35","Americano with Milk"
"10/1/2024","Riverside","Cash","2.35","Americano with Milk"
"10/1/2024","Riverside","Cash","2.35","Americano with Milk"
"10/1/2024","Riverside","Cash","2.35","Americano with Milk"
"10/1/2024","Riverside","Cash","3.05","Latte"
"10/1/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/1/2024","Riverside","Money","2.65","Hot Chocolate"
"10/2/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/3/2024","Riverside","Cash","2.50","Cocoa"
"10/3/2024","Riverside","Cash","2.35","Americano with Milk"
"10/3/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/4/2024","Riverside","Money","2.25","Cortado"
"10/4/2024","Riverside","Cash","2.25","Cortado"
"10/4/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/4/2024","Riverside","Cash","2.50","Cocoa"
"10/5/2024","Riverside","Cash","2.25","Cortado"
"10/5/2024","Riverside","Cash","2.10","Americano"
"10/6/2024","Riverside","Money","2.25","Cortado"
"10/6/2024","Riverside","Cash","2.90","Cappuccino"
"10/6/2024","Riverside","Cash","2.35","Americano with Milk"
"10/7/2024","Riverside","Cash","3.05","Latte"
"10/7/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/8/2024","Riverside","Money","2.35","Americano with Milk"
"10/8/2024","Riverside","Money","3.05","Latte"
"10/8/2024","Riverside","Cash","2.10","Americano"
"10/8/2024","Riverside","Money","2.10","Americano"
"10/8/2024","Riverside","Cash","3.05","Latte"
"10/8/2024","Riverside","Cash","2.35","Americano with Milk"
"10/9/2024","Riverside","Money","3.05","Latte"
"10/10/2024","Riverside","Cash","2.10","Americano"
"10/10/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/10/2024","Riverside","Cash","3.05","Latte"
"10/11/2024","Riverside","Cash","3.05","Latte"
"10/11/2024","Riverside","Money","2.25","Cortado"
"10/11/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/11/2024","Riverside","Cash","2.25","Cortado"
"10/11/2024","Riverside","Cash","2.10","Americano"
"10/11/2024","Riverside","Cash","3.05","Latte"
"10/11/2024","Riverside","Cash","2.35","Americano with Milk"
"10/11/2024","Riverside","Money","2.65","Hot Chocolate"
"10/12/2024","Riverside","Cash","2.25","Cortado"
"10/12/2024","Riverside","Cash","2.25","Cortado"
"10/12/2024","Riverside","Cash","3.05","Latte"
"10/12/2024","Riverside","Cash","3.05","Latte"
"10/14/2024","Riverside","Cash","2.10","Americano"
"10/14/2024","Riverside","Money","3.05","Latte"
"10/15/2024","Riverside","Cash","1.80","Espresso"
"10/15/2024","Riverside","Cash","3.05","Latte"
"10/15/2024","Riverside","Money","3.05","Latte"
"10/16/2024","Riverside","Cash","2.35","Americano with Milk"
"10/16/2024","Riverside","Cash","2.10","Americano"
"10/16/2024","Riverside","Money","2.65","Hot Chocolate"
"10/17/2024","Riverside","Money","3.05","Latte"
"10/17/2024","Riverside","Cash","3.05","Latte"
"10/17/2024","Riverside","Cash","2.90","Cappuccino"
"10/17/2024","Riverside","Cash","3.05","Latte"
"10/18/2024","Riverside","Money","2.90","Cappuccino"
"10/18/2024","Riverside","Cash","2.35","Americano with Milk"
"10/19/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/19/2024","Riverside","Cash","3.05","Latte"
"10/20/2024","Riverside","Cash","2.35","Americano with Milk"
"10/20/2024","Riverside","Cash","3.05","Latte"
"10/20/2024","Riverside","Money","2.50","Cocoa"
"10/20/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/20/2024","Riverside","Cash","2.50","Cocoa"
"10/21/2024","Riverside","Money","2.25","Cortado"
"10/21/2024","Riverside","Cash","2.90","Cappuccino"
"10/21/2024","Riverside","Cash","2.25","Cortado"
"10/22/2024","Riverside","Cash","2.25","Cortado"
"10/22/2024","Riverside","Money","2.25","Cortado"
"10/23/2024","Riverside","Money","2.25","Cortado"
"10/23/2024","Riverside","Cash","2.35","Americano with Milk"
"10/23/2024","Riverside","Cash","2.35","Americano with Milk"
"10/23/2024","Riverside","Cash","1.80","Espresso"
"10/23/2024","Riverside","Cash","2.90","Cappuccino"
"10/23/2024","Riverside","Money","3.05","Latte"
"10/24/2024","Riverside","Cash","2.90","Cappuccino"
"10/24/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/24/2024","Riverside","Money","2.10","Americano"
"10/24/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/25/2024","Riverside","Cash","2.50","Cocoa"
"10/25/2024","Riverside","Cash","2.10","Americano"
"10/25/2024","Riverside","Money","2.50","Cocoa"
"10/25/2024","Riverside","Money","2.25","Cortado"
"10/26/2024","Riverside","Cash","2.90","Cappuccino"
"10/26/2024","Riverside","Cash","2.10","Americano"
"10/26/2024","Riverside","Money","2.50","Cocoa"
"10/26/2024","Riverside","Cash","3.05","Latte"
"10/26/2024","Riverside","Money","2.25","Cortado"
"10/26/2024","Riverside","Money","2.35","Americano with Milk"
"10/28/2024","Riverside","Cash","3.05","Latte"
"10/28/2024","Riverside","Cash","2.35","Americano with Milk"
"10/28/2024","Riverside","Cash","2.35","Americano with Milk"
"10/28/2024","Riverside","Cash","2.35","Americano with Milk"
"10/29/2024","Riverside","Cash","2.50","Cocoa"
"10/29/2024","Riverside","Cash","2.35","Americano with Milk"
"10/29/2024","Riverside","Cash","3.05","Latte"
"10/29/2024","Riverside","Cash","3.05","Latte"
"10/30/2024","Riverside","Cash","3.05","Latte"
"10/30/2024","Riverside","Cash","2.35","Americano with Milk"
"10/30/2024","Riverside","Cash","3.05","Latte"
"10/30/2024","Riverside","Cash","3.05","Latte"
"10/30/2024","Riverside","Cash","2.10","Americano"
"10/30/2024","Riverside","Cash","2.65","Hot Chocolate"
"10/31/2024","Riverside","Money","3.05","Latte"
"10/31/2024","Riverside","Money","3.05","Latte"
"11/1/2024","Riverside","Cash","3.05","Latte"
"11/2/2024","Riverside","Cash","2.35","Americano with Milk"
"11/2/2024","Riverside","Money","2.10","Americano"
"11/3/2024","Riverside","Cash","3.05","Latte"
"11/4/2024","Riverside","Cash","2.50","Cocoa"
"11/5/2024","Riverside","Money","2.35","Americano with Milk"
"11/5/2024","Riverside","Money","3.05","Latte"
"11/5/2024","Riverside","Money","3.05","Latte"
"11/5/2024","Riverside","Cash","2.50","Cocoa"
"11/6/2024","Riverside","Money","2.10","Americano"
"11/6/2024","Riverside","Cash","3.05","Latte"
"11/6/2024","Riverside","Cash","2.90","Cappuccino"
"11/7/2024","Riverside","Cash","2.65","Hot Chocolate"
"11/8/2024","Riverside","Cash","2.10","Americano"
"11/8/2024","Riverside","Cash","3.05","Latte"
"11/8/2024","Riverside","Cash","2.35","Americano with Milk"
"11/8/2024","Riverside","Money","2.65","Hot Chocolate"
"11/8/2024","Riverside","Cash","3.05","Latte"
"11/9/2024","Riverside","Cash","2.25","Cortado"
"11/9/2024","Riverside","Money","2.65","Hot Chocolate"
"11/9/2024","Riverside","Cash","2.65","Hot Chocolate"
"11/9/2024","Riverside","Cash","2.10","Americano"
"11/10/2024","Riverside","Cash","2.90","Cappuccino"
"11/12/2024","Riverside","Cash","3.05","Latte"
"11/13/2024","Riverside","Cash","3.05","Latte"
"11/14/2024","Riverside","Cash","1.80","Espresso"
"11/14/2024","Riverside","Cash","2.90","Cappuccino"
"11/14/2024","Riverside","Money","2.65","Hot Chocolate"
"11/14/2024","Riverside","Cash","2.50","Cocoa"
"11/14/2024","Riverside","Cash","3.05","Latte"
"11/16/2024","Riverside","Cash","2.90","Cappuccino"
"11/16/2024","Riverside","Cash","3.05","Latte"
"11/16/2024","Riverside","Cash","3.05","Latte"
"11/17/2024","Riverside","Money","2.10","Americano"
"11/17/2024","Riverside","Cash","2.35","Americano with Milk"
